ID,CityCode,CityName,Country,StateID,AirportName,IsRail,Source,Region1,Region2,Region3,Region4,Region5,Latitude,Longitude,ValidFrom,ValidTo
1,ZMH,108 Mile,496,770,South Cariboo Region / 108 Mile Airport,1,NULL,NULL,NULL,NULL,NULL,NULL,51.73609924,-121.3330002,NULL,NULL
2,YWD,3Rd Pty Gh Vie,NULL,NULL,3Rd Pty Gh Vie,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,XNR,Aabenraa,518,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,AAH,Aachen,516,NULL,Aachen Merzbruck Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,50.82305527,6.186388969,NULL,NULL
5,ZIU,Aachen,516,NULL,Railway,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,AAL,Aalborg,518,NULL,Aalborg Arpt,0,NULL,889,891,898,909,916,57.09275891,9.849243164,NULL,NULL
7,AES,Aalesund,626,NULL,Vigra Airport,0,NULL,889,891,898,909,916,62.5625,6.119699955,NULL,NULL
8,QFA,Aalsmeer,625,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,AOQ,Aappilattoq,543,NULL,Aappilattoq Heliport,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,QUV,Aappilattoq Nanortalik,543,NULL,Aappilattoq Nanortalik Heliport,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,ZDA,AARAU,501,NULL,Aarau Rail Station,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,AAR,Aarhus,518,NULL,Tirstrup Arpt,0,NULL,889,891,898,909,916,56.29999924,10.61900043,NULL,NULL
13,ZBU,Aarhus Limo,518,NULL,Aarhus Limo,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,JEG,Aasiaat,543,NULL,Aasiaat Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,68.72180176,-52.78469849,NULL,NULL
15,AHJ,Aba Hongyuan,506,NULL,Aba Hongyuan Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,32.53154,102.35224,NULL,NULL
16,WKR,Abaco I Walker C Airport,490,NULL,Abaco I Walker C Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,27.26670074,-78.39969635,NULL,NULL
17,ABD,Abadan,567,NULL,Abadan Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,30.37109947,48.22829819,NULL,NULL
18,ABF,Abaiang,577,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1.798609972,173.0410004,NULL,NULL
19,ABA,Abakan,650,NULL,Abakan Arpt,0,NULL,889,891,901,909,921,53.74000168,91.38500214,NULL,NULL
20,ABW,Abau,635,NULL,Abau,0,NULL,NULL,NULL,NULL,NULL,NULL,-10.1956,148.7389,NULL,NULL
21,XAB,Abbeville,534,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,50.143501,1.831891,NULL,NULL
22,YXX,Abbotsford,496,770,Abbotsford Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,49.02529907,-122.3610001,NULL,NULL
23,EAB,Abbs,705,NULL,Abbs Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,16.010833,43.176667,NULL,NULL
24,AEH,Abecher,674,NULL,Abecher,0,NULL,NULL,NULL,NULL,NULL,NULL,13.84700012,20.84429932,NULL,NULL
25,AEA,Abemama,577,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0.490833014,173.8289948,NULL,NULL
26,OGO,Abengourou,502,NULL,Abengourou,0,NULL,NULL,NULL,NULL,NULL,NULL,6.715559959,-3.470279932,NULL,NULL
27,ABR,Aberdeen,692,862,Aberdeen Regional Arpt,0,NULL,888,890,897,908,915,45.44910049,-98.42179871,NULL,NULL
28,ABZ,Aberdeen,536,NULL,Dyce Airport,0,NULL,889,891,898,909,916,57.20190048,-2.197779894,NULL,NULL
29,APG,Aberdeen,692,840,Phillips Army Air Field,0,NULL,888,890,897,908,915,39.466202,-76.1688,NULL,NULL
30,AHB,Abha,652,NULL,Abha Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,18.24040031,42.65660095,NULL,NULL
31,ABJ,Abidjan,502,NULL,Felix Houphouet Boigny Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,5.261390209,-3.926290035,NULL,NULL
32,ABI,Abilene,692,864,Abilene Municipal Arpt,0,NULL,888,890,897,908,915,32.41130066,-99.68190002,NULL,NULL
33,VJI,Abingdon,692,866,Virginia Highlands Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,36.68709946,-82.03330231,NULL,NULL
34,ABG,Abingdon,471,NULL,Abingdon,0,NULL,NULL,NULL,NULL,NULL,NULL,-17.61669922,143.1670074,NULL,NULL
35,ABO,Aboisso,502,NULL,Aboisso,0,NULL,889,891,902,912,916,5.461944,-3.234722,NULL,NULL
36,AOD,Abou Deia,674,NULL,Abou Deia,0,NULL,NULL,NULL,NULL,NULL,NULL,11.4773,19.2874,NULL,NULL
37,AUH,Abu Dhabi,459,NULL,Dhabi Intl Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,24.43300056,54.65110016,NULL,NULL
38,ZVJ,Abu Dhabi City,459,NULL,Abu Dhabi Bus Station,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,AEU,Abu Musa,567,NULL,Abu Musa,0,NULL,NULL,NULL,NULL,NULL,NULL,25.8757,55.03300095,NULL,NULL
40,AUE,Abu Rudeis,524,NULL,Aguan,0,NULL,NULL,NULL,NULL,NULL,NULL,28.89900017,33.20249939,NULL,NULL
41,ABS,Abu Simbel,524,NULL,Abu Simbel Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,22.37599945,31.61170006,NULL,NULL
42,ABV,Abuja,623,NULL,Abuja Intl,0,NULL,NULL,NULL,NULL,NULL,NULL,9.006790161,7.263169765,NULL,NULL
43,ACD,Acandi,507,NULL,Aeropuerto Alcides Fernandez,0,NULL,889,892,900,910,918,8.51667,-77.3,NULL,NULL
44,ACA,Acapulco,616,NULL,Alvarez Intl Arpt,0,NULL,889,892,899,908,917,16.75709915,-99.7539978,NULL,NULL
45,ARF,Acaricuara,507,NULL,Acaricuara,0,NULL,889,892,900,910,918,0.533333,-70.133333,NULL,NULL
46,AGV,Acarigua,697,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,9.553375244,-69.23786926,NULL,NULL
47,ACC,Accra,541,NULL,Kotoka Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,5.6051898,-0.166786,NULL,NULL
48,ACS,Achinsk,650,NULL,Achinsk,0,NULL,NULL,NULL,NULL,NULL,NULL,56.2682991,90.57080078,NULL,NULL
49,ACU,Achutupo,632,NULL,Achutupo,0,NULL,NULL,NULL,NULL,NULL,NULL,8.431659698,-77.96520233,NULL,NULL
50,ADT,Ada OK,692,856,Ada Municipal Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,34.804298,-96.671303,NULL,NULL
51,AAD,ADADO,665,NULL,Adado Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,6.095802,46.6375,NULL,NULL
52,ADK,Adak Island,692,819,Adak Island Ns,0,NULL,888,890,897,908,915,51.87799835,-176.6459961,NULL,NULL
53,AIP,Adampur,564,NULL,Adampur Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,31.4338,75.758797,NULL,NULL
54,ADA,Adana,684,NULL,Adana Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,36.98220062,35.28039932,NULL,NULL
55,ADD,Addis Ababa,528,NULL,Bole Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,8.977890015,38.79930115,NULL,NULL
56,ADL,Adelaide,471,737,Adelaide Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,-34.945,138.531006,NULL,NULL
57,ZDB,Adelboden,501,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,ADE,Aden,705,NULL,Yemen Intl Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,12.8295002,45.02880096,NULL,NULL
59,ADF,Adiyaman,684,NULL,Adiyaman Arpt,0,NULL,889,891,903,909,916,37.73139954,38.46889877,NULL,NULL
60,AZR,Adrar,521,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,27.83760071,-0.186414003,NULL,NULL
61,WAD,Adriamena,601,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-17.631,47.7233,NULL,NULL
62,ADG,Adrian,692,842,Lenawee County Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,41.86769867,-84.07730103,NULL,NULL
63,AEG,Aek Godang,560,NULL,NULL,0,NULL,889,894,901,911,919,1.4001,99.430496,NULL,NULL
64,YIE,Aershan,506,NULL,Yiershi Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,47.3106,119.9117,NULL,NULL
65,AFR,Afore,635,NULL,Afore,0,NULL,NULL,NULL,NULL,NULL,NULL,-9.142222222,148.3908333,NULL,NULL
66,AFO,Afton,692,872,Afton Municipal Airport,0,NULL,889,890,897,908,915,42.71120071,-110.9420013,NULL,NULL
67,NRI,Afton,692,856,Grand Lake Regional Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,36.57759857,-94.86190033,NULL,NULL
68,AFT,Afutara,653,NULL,Afutara Aerodrome,0,NULL,NULL,NULL,NULL,NULL,NULL,-9.191388889,160.9486111,NULL,NULL
69,AFY,Afyon,684,NULL,Afyon Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,38.72639847,30.60110092,NULL,NULL
70,AJY,Agades,621,NULL,Agades,0,NULL,NULL,NULL,NULL,NULL,NULL,16.9659996,8.000109673,NULL,NULL
71,AGA,Agadir,596,NULL,Agadir Almassira Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,30.32500076,-9.413069725,NULL,NULL
72,IXA,Agartala,564,NULL,Singerbhil Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,23.88699913,91.24040222,NULL,NULL
73,AGX,Agatti Island,564,NULL,Agatti Aerodrome,0,NULL,889,893,901,911,919,10.82369995,72.1760025,NULL,NULL
74,AUP,Agaun,635,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-9.930833,149.385667,NULL,NULL
75,XAG,Agde,534,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,AGF,Agen,534,NULL,La Garenne Arpt,0,NULL,889,891,898,909,916,44.17470169,0.590556026,NULL,NULL
77,AGZ,Aggeneys,707,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-29.28179932,18.81389999,NULL,NULL
78,FT9,Agh Anslutning,656,NULL,Agh Anslutning (Se),0,NULL,889,891,898,909,916,NULL,NULL,NULL,NULL
79,AKW,Aghajari,567,NULL,Aghajari,0,NULL,NULL,NULL,NULL,NULL,NULL,30.7444,49.6772,NULL,NULL
80,ZAN,Aghios Nicolaos,548,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,AGW,Agnew,471,NULL,Agnew,0,NULL,889,893,905,913,919,-12.14560032,142.1490021,NULL,NULL
82,BUE,Buenos Aires,468,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,AGR,Agra,564,NULL,Kheria Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,27.15579987,77.96089935,NULL,NULL
84,AJI,Agri,684,NULL,Agri Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,39.65454102,43.02597809,NULL,NULL
85,QAO,Agrigento,569,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,AGQ,Agrinion,548,NULL,Agrinion Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,38.602001,21.3512001,NULL,NULL
87,ACL,Aguaclara,507,NULL,Aguaclara,0,NULL,889,892,900,910,918,4.753611,-73.002778,NULL,NULL
88,BQN,Aguadilla,692,859,Rafael Hernandez Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,18.49489975,-67.12940216,NULL,NULL
89,AGU,Aguascalientes,616,NULL,Aguascalientes Municipal Arpt,0,NULL,889,892,899,908,917,21.705601,-102.318001,NULL,NULL
90,AGJ,Aguni,573,NULL,NULL,0,NULL,889,893,901,911,919,26.59250069,127.2409973,NULL,NULL
91,AHE,AHE Atoll,634,NULL,AHE Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,-14.42809963,-146.2570038,NULL,NULL
92,XIJ,Ahmed Al Jaber,582,NULL,Ahmed Al Jaber,0,NULL,NULL,NULL,NULL,NULL,NULL,28.93479919,47.79190063,NULL,NULL
93,AMD,Ahmedabad,564,NULL,Sardar Vallabh Bhai Patel Intl Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,23.07719994,72.63469696,NULL,NULL
94,AHS,Ahuas,556,NULL,Ahuas,0,NULL,NULL,NULL,NULL,NULL,NULL,15.4722,-84.352203,NULL,NULL
95,AWZ,Ahwaz,567,NULL,Ahwaz Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,31.33740044,48.76200104,NULL,NULL
96,AIW,Ai-Ais,619,NULL,Ai-Ais,0,NULL,NULL,NULL,NULL,NULL,NULL,-27.995,17.5966,NULL,NULL
97,AIH,Aiambak,635,NULL,Aiambak,0,NULL,NULL,NULL,NULL,NULL,NULL,-7.342777778,141.2675,NULL,NULL
98,ZDC,Aigle,501,NULL,Aigle Rail Station,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,AIK,Aiken,692,861,Aiken Municipal Arpt,0,NULL,888,890,897,908,915,33.6493988,-81.68499756,NULL,NULL
100,AIL,Ailigandi,632,NULL,Ailigandi,0,NULL,NULL,NULL,NULL,NULL,NULL,9.2226,-78.0236,NULL,NULL
101,AIM,Ailuk Island,602,NULL,Salima,0,NULL,NULL,NULL,NULL,NULL,NULL,10.21679974,169.9830017,NULL,NULL
102,ANW,Ainsworth,692,849,Ainsworth Minicipal Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,42.579201,-99.992996,NULL,NULL
103,AIE,Aiome,635,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-5.145699978,144.7307003,NULL,NULL
104,AEO,Aioun Atrouss,610,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,16.7112999,-9.637880325,NULL,NULL
105,WSY,Airlie Beach,471,NULL,Whitsunday Airstrip,0,NULL,NULL,NULL,NULL,NULL,NULL,-20.27611,148.755,NULL,NULL
106,AIC,Airok,602,NULL,Airok,0,NULL,NULL,NULL,NULL,NULL,NULL,7.279422,168.8257,NULL,NULL
107,AHL,Aishalton,553,NULL,Aishalton,0,NULL,NULL,NULL,NULL,NULL,NULL,2.486530066,-59.31340027,NULL,NULL
108,ATP,Aitape,635,NULL,Aitape Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,-3.143611111,142.3468056,NULL,NULL
109,AIT,Aitutaki,503,NULL,Aitutaki Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,-18.83090019,-159.7640076,NULL,NULL
110,QXB,Aix En Provence,534,NULL,Aix-en-Provence TGV Rail Station,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,AYU,Aiyura,635,NULL,Aiyura,0,NULL,NULL,NULL,NULL,NULL,NULL,-6.338055556,145.9041667,NULL,NULL
112,AJL,Aizawl,564,NULL,Lengpui Airport,0,NULL,889,893,901,911,919,23.84059906,92.61969757,NULL,NULL
113,AJA,Ajaccio,534,NULL,Napoleon Bonaparte Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,41.92359924,8.802920341,NULL,NULL
114,QAJ,Ajman City,459,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,AKK,Akhiok,692,819,Akhiok Arpt,0,NULL,888,890,897,908,915,56.93870163,-154.1829987,NULL,NULL
116,KKI,Akiachak,692,819,Akiachak Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,60.90480042,-161.4219971,NULL,NULL
117,AKI,Akiak,692,819,NULL,0,NULL,888,890,897,908,915,60.9029007,-161.2310028,NULL,NULL
118,AKE,Akieni,535,NULL,Akieni,0,NULL,NULL,NULL,NULL,NULL,NULL,-1.139670014,13.90359974,NULL,NULL
119,AXT,Akita,573,NULL,Akita Airport,0,NULL,889,893,901,911,919,39.61560059,140.2189941,NULL,NULL
120,AJJ,Akjoujt,610,NULL,Akjoujt,0,NULL,NULL,NULL,NULL,NULL,NULL,19.73301697,-14.38324928,NULL,NULL
121,LAK,Aklavik,496,777,Freddie Carmichael Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,68.223297,-135.00599,NULL,NULL
122,AKD,Akola,564,NULL,Akola Airport,0,NULL,889,893,901,911,919,20.698999,77.058601,NULL,NULL
123,AKO,Akron,692,825,Washington County,0,NULL,NULL,NULL,NULL,NULL,NULL,40.17559814,-103.2220001,NULL,NULL
124,CAK,Akron,692,855,Canton Regional Arpt,0,NULL,888,890,897,908,915,40.91609955,-81.44219971,NULL,NULL
125,AKT,Akrotiri,514,NULL,Akrotiri Raf,0,NULL,NULL,NULL,NULL,NULL,NULL,34.590401,32.9879,NULL,NULL
126,AKU,Aksu,506,NULL,Aksu Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,41.262501,80.291702,NULL,NULL
127,SCO,Aktau,584,NULL,Aktau Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,43.8601,51.091999,NULL,NULL
128,AKV,Akulivik,496,781,Akulivik Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,60.8185997,-78.14859772,NULL,NULL
129,QCU,Akunnaaq,543,NULL,Heliport,0,NULL,NULL,NULL,NULL,NULL,NULL,68.74427283,-52.34036922,NULL,NULL
130,AKR,Akure,623,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,7.246739864,5.301010132,NULL,NULL
131,AEY,Akureyri,568,NULL,Akureyri,0,NULL,NULL,NULL,NULL,NULL,NULL,65.66000366,-18.0727005,NULL,NULL
132,KQA,Akutan,692,819,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,54.13377044,-165.7788956,NULL,NULL
133,AAN,Al Ain,459,NULL,Al Ain Arpt,0,NULL,889,891,903,911,916,24.26169968,55.60919952,NULL,NULL
134,ABT,Al Baha,652,NULL,Al Aqiq,0,NULL,NULL,NULL,NULL,NULL,NULL,20.29610062,41.63430023,NULL,NULL
135,FJR,Al Fujairah,459,NULL,Fujairah Intl Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,25.11219978,56.32400131,NULL,NULL
136,AAY,Al Ghaydah,705,NULL,Al Ghaydah Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,16.19169998,52.17499924,NULL,NULL
137,AHU,Al Hoceima,596,NULL,Charif Al Idrissi Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,35.17710114,-3.839519978,NULL,NULL
138,AJF,Al Jouf,652,NULL,Jouf Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,29.78510094,40.09999847,NULL,NULL
139,AKH,Al Kharj,652,NULL,Prince Sultan Air Base,0,NULL,NULL,NULL,NULL,NULL,NULL,24.06270027,47.58050156,NULL,NULL
140,WWG,Al Koude,631,NULL,Al Koude,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
141,NJF,Al Najaf,566,NULL,Najaf International Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,31.989853,44.404317,NULL,NULL
142,XXR,Al No,626,NULL,Al Rail Station,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,SOR,Al Thaurah,671,NULL,Al Thaurah,0,NULL,NULL,NULL,NULL,NULL,NULL,34.3905,40.1524,NULL,NULL
144,XJD,Al Udeid,646,NULL,Al Udeid,0,NULL,NULL,NULL,NULL,NULL,NULL,25.11730003,51.31499863,NULL,NULL
145,ULH,Al Ula,652,NULL,Majeed Bin Abdulaziz Airport,0,NULL,889,891,903,911,916,26.48,38.12888889,NULL,NULL
146,QGS,Alagoinhas,489,745,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-12.17510033,-38.38019943,NULL,NULL
147,AAV,Alah,636,NULL,Allah,0,NULL,NULL,NULL,NULL,NULL,NULL,6.366819859,124.7509995,NULL,NULL
148,AUK,Alakanuk,692,819,NULL,0,NULL,888,890,897,908,915,62.68004227,-164.6599274,NULL,NULL
149,NGZ,Alameda,692,824,Alameda Naval Air Station,0,NULL,NULL,NULL,NULL,NULL,NULL,37.78889847,-122.3199997,NULL,NULL
150,ALM,Alamogordo,692,852,Alamogordo Municipal,0,NULL,888,890,897,908,915,32.83990097,-105.9909973,NULL,NULL
151,XAL,Alamos,616,NULL,Alamos Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,27.035701,-108.947998,NULL,NULL
152,ALS,Alamosa,692,825,San Luis Valley Rgnl Arpt,0,NULL,888,890,897,908,915,37.434898,-105.866997,NULL,NULL
153,QAY,Alba Iulia,648,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,ABC,Albacete,527,NULL,Albacete Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,38.94850159,-1.863520026,NULL,NULL
155,ABY,Albany,692,830,Southwest Georgia Regional Arpt,0,NULL,888,890,897,908,915,31.53549957,-84.19450378,NULL,NULL
156,ALB,Albany,692,854,Albany Cty Arpt,0,NULL,888,890,897,908,915,42.74829865,-73.80169678,NULL,NULL
157,ALH,Albany,471,869,Albany Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,-34.94329834,117.8089981,NULL,NULL
158,QWY,Albany,692,857,Albany Bus Station,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,NAB,Albany,692,NULL,Albany Nas,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
160,ALL,Albenga,569,NULL,Albenga Arpt,0,NULL,889,891,898,909,916,44.050598,8.12743,NULL,NULL
161,AEL,Albert Lea,692,843,Albert Lea Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,43.68149948,-93.36720276,NULL,NULL
162,XAV,Albertville,534,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,LBI,Albi,534,NULL,Le Sequestre Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,43.91389847,2.113059998,NULL,NULL
164,ABN,Albina,666,NULL,Albina,0,NULL,NULL,NULL,NULL,NULL,NULL,5.512720108,-54.05009842,NULL,NULL
165,BUK,Albuq,705,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,17.34670067,44.62170029,NULL,NULL
166,ABQ,Albuquerque,692,852,Albuquerque Intl Sunport,0,NULL,888,890,897,908,915,35.040199,-106.609001,NULL,NULL
167,ABX,Albury,471,NULL,Albury Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,-36.06779861,146.9579926,NULL,NULL
168,AYH,Alconbury,536,NULL,Raf Station,0,NULL,NULL,NULL,NULL,NULL,NULL,52.37440109,-0.219722003,NULL,NULL
169,ADH,Aldan,650,NULL,Aldan Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,58.60279846,125.4089966,NULL,NULL
170,ACI,Alderney,536,NULL,The Blaye Arpt,0,NULL,889,891,898,909,916,49.706104,-2.21472,NULL,NULL
171,XLY,Aldershot,496,779,Aldershot Rail Station,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,LEG,Aleg,610,NULL,Aleg,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,ALQ,Alegrete,489,764,G Machado Ramos Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,-29.81270027,-55.89339828,NULL,NULL
174,WKK,Aleknagik,692,819,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,59.2826004,-158.6179962,NULL,NULL
175,XAN,Alencon,534,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,AED,Aleneva,692,819,Aleneva Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,ALT,Alenquer,489,858,Alenquer Airport,0,NULL,889,892,900,910,918,-1.917,-54.7231,NULL,NULL
178,ALP,Aleppo,671,NULL,Nejrab Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,36.18069839,37.22439957,NULL,NULL
179,YLT,Alert,496,778,Alert Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,82.51779938,-62.2806015,NULL,NULL
180,YAL,Alert Bay,496,770,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,50.5821991,-126.9160004,NULL,NULL
181,ALD,Alerta,633,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-11.68299961,-69.33300018,NULL,NULL
182,XAS,Ales,534,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,QAL,Alessandria,569,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,ALJ,Alexander Bay,707,NULL,Kortdoorn Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,-28.575001,16.5333,NULL,NULL
185,ALX,Alexander City,692,820,Thomas C Russell Field,0,NULL,888,890,897,908,915,32.91469955,-85.96299744,NULL,NULL
186,ALR,Alexandra,630,NULL,Alexandra Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,-45.21170044,169.3730011,NULL,NULL
187,AEX,Alexandria,692,838,Alexandria Intl Arpt,0,NULL,888,890,897,908,915,31.32740021,-92.54979706,NULL,NULL
188,ALY,Alexandria,524,NULL,El Nouzha Arpt,0,NULL,889,891,902,912,916,31.18390083,29.94890022,NULL,NULL
189,AXL,Alexandria,471,777,NULL,0,NULL,889,893,905,913,919,-19.06019974,136.7100067,NULL,NULL
190,AXN,Alexandria,692,843,Alexandria Airport,0,NULL,888,890,897,908,915,45.86629868,-95.3946991,NULL,NULL
191,XFS,Alexandria,496,779,Alexandria Rail Station,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,AXB,Alexandria Bay,692,854,Maxson Airfield,0,NULL,NULL,NULL,NULL,NULL,NULL,44.312002,-75.90034,NULL,NULL
193,AXD,Alexandroupolis,548,NULL,Dhmokritos Arpt,0,NULL,889,891,898,909,916,40.85589981,25.95630074,NULL,NULL
194,QXW,Alfenas,489,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,AEI,Algeciras,527,NULL,Algeciras Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,36.12888,-5.441118,NULL,NULL
196,AHO,Alghero,569,NULL,Fertilia Arpt,0,NULL,889,891,898,909,916,40.632099,8.29077,NULL,NULL
197,ALG,Algiers,521,NULL,Houari Boumedienne Arpt,0,NULL,NULL,NULL,NULL,NULL,NULL,36.69100189,3.215409994,NULL,NULL
198,AXG,Algona,692,832,Algona Municipal Airport,0,NULL,NULL,NULL,NULL,NULL,NULL,43.07789993,-94.27200317,NULL,NULL
199,ALC,Alicante,527,NULL,Alicante Arpt,0,NULL,889,891,898,909,916,38.28219986,-0.558156013,NULL,NULL
200,ALI,Alice,692,864,Alice International Airport,0,NULL,888,890,897,908,915,27.74090004,-98.02690125,NULL,NULL
