Code,CityName,CountryCode,StateCode,MetroCode,AssociatedAirports,AirportName,IsRail,Region1,Region2,Region3,Region4,Region5,Latitude,Longitude,
CFC,Cacador,BR,SC,,CFC,C A Da Costa Neves Arpt,N,International,Latin America,South America,South America,South America,-26.78840065,-50.93980026,
CFD,Bryan,US,TX,,CFD,Coulter Field Airport,N,North America,North America,North America,North America,North America,30.71570015,-96.33139801,
CFE,Clermont  Ferrand,FR,,,CFE,Aulnat Arpt,N,International,EMEA,Atlantic,Europe,EMEA,45.7867012,3.169169903,
CFG,Cienfuegos,CU,,,CFG,Jamie Gonzalez Arpt,N,,,,,,22.14999962,-80.41419983,
JUA,Juara,BR,MT,,,,N,,,,,,-11.2966,-57.5495,
CFK,Chlef,DZ,,,CFK,Chlef Arpt,N,,,,,,36.21269989,1.331769943,
CFM,Conklin,CA,AB,,CFM,Leismer Airport,N,,,,,,55.695301,-111.278999,
CFN,Donegal,IE,,,CFN,Donegal Arpt,N,International,EMEA,Atlantic,Europe,EMEA,55.0442009,-8.340999603,
CFQ,Creston,CA,BC,,CFQ,Creston Arpt,N,,,,,,49.03689957,-116.4980011,
CFR,Caen,FR,,,CFR,Carpiquet Arpt,N,International,EMEA,Atlantic,Europe,EMEA,49.1733017,-0.449999988,
CFS,Coffs Harbour,AU,NSW,,CFS,Coffs Harbour Arpt,N,,,,,,-30.32060051,153.1159973,
CFT,Clifton,US,AZ,,CFT,Clifton Arpt,N,North America,North America,North America,North America,North America,32.95280075,-109.2099991,
CFU,Kerkyra,GR,,,CFU,I Kapodistrias Arpt,N,,,,,,39.60189819,19.9116993,
CGA,Craig,US,AK,,CGA,Craig Seaplane Base,N,North America,North America,North America,North America,North America,55.47880173,-133.147995,
CGB,Cuiaba,BR,MT,,CGB,Marechal Rondon Intl Arpt,N,,,,,,-15.65289974,-56.11669922,
LIP,Lins,BR,SP,,,,N,International,Latin America,South America,South America,South America,-21.66399956,-49.73049927,
CGD,Changde,CN,,,CGD,Changde Arpt,N,,,,,,28.91889954,111.6399994,
LVB,Livramento,BR,RS,,,,N,,,,,,-30.8354,-55.62565,
CGI,Cape Girardeau,US,MO,,CGI,Cape Girardeau Municipal Arpt,N,North America,North America,North America,North America,North America,37.22529984,-89.57080078,
NPR,Novo Progresso,BR,PA,,,,N,,,,,,-7.125833,-55.400833,
CGM,Camiguin,PH,,,CGM,Mambajao Arpt,N,,,,,,9.253520012,124.7070007,
CGN,Cologne,DE,,,CGN  QBB  QKL  QKU  ZFF,Koeln Bonn Arpt,N,International,EMEA,Atlantic,Europe,EMEA,50.86589813,7.142739773,
CGO,Zhengzhou,CN,,,CGO  TTZ,Zhengzhou Arpt,N,,,,,,34.5196991,113.8410034,
CGP,Chittagong,BD,,,CGP,Patenga Arpt,N,,,,,,22.24959946,91.81330109,
CGQ,Changchun,CN,,,CGQ  VWB,Changchun Arpt,N,,,,,,43.99620056,125.6849976,
CGR,Campogrande,BR,MS,,CGR,Internacional,N,,,,,,-20.46870041,-54.67250061,
OLC,Sao Paulo de Olivenca,BR,AM,,,,N,,,,,,-3.467929508,-68.92041206,
OTT,Cotriguacu,BR,MT,,,,N,,,,,,-9.898611,-58.581944,
CGY,Cagayan,PH,,,CGY,Laguindingan Intl Arpt,N,,,,,,8.612203,124.456496,
CGZ,Casa Grande,US,AZ,,CGZ,Casa Grande Arpt,N,,,,,,32.954899,-111.766998,
CHA,Chattanooga,US,TN,,CHA  QDK,Chattanooga Metropolitan Arpt,N,North America,North America,North America,North America,North America,35.03530121,-85.20379639,
CHC,Christchurch,NZ,,,CHC,Christchurch Arpt,N,,,,,,-43.48939896,172.5319977,
CHD,Chandler,US,AZ,,CHD,Williams AFB,N,North America,North America,North America,North America,North America,33.30777778,-111.6555556,
CHG,CHAOYANG,CN,,,CHG  FFF,Chaoyang Airport,N,,,,,,41.538101,120.434998,
OUS,Ourinhos,BR,SP,,,,N,,,,,,-22.96649933,-49.91329956,
PAV,Paulo Afonso,BR,BA,,,,N,,,,,,-9.40087986,-38.25059891,
CHN,Jeonju,KR,,,CHN,Jeonju Airport,N,,,,,,35.87808,127.119112,
CHO,Charlottesville,US,VA,,CHO,Charlottesville Albemarle Arpt,N,North America,North America,North America,North America,North America,38.1385994,-78.45290375,
CHP,Circle Hot Springs,US,AK,,CHP,Circle Hot Springs Arpt,N,North America,North America,North America,North America,North America,65.48549652,-144.6109924,
CHQ,Chania,GR,,,CHQ,Souda Arpt,N,,,,,,35.53170013,24.14970016,
CHR,Chateauroux,FR,,,CHR,Chateauroux Arpt,N,International,EMEA,Atlantic,Europe,EMEA,46.86027778,1.7211111,
CHS,Charleston,US,SC,,CHS,Charleston Intl Arpt,N,North America,North America,North America,North America,North America,32.89860153,-80.04049683,
PBB,Paranaiba,BR,MS,,,,N,,,,,,-19.65119934,-51.19940186,
CHU,Chuathbaluk,US,AK,,CHU,Chuathbaluk Arpt,N,North America,North America,North America,North America,North America,61.579102,-159.216003,
CHV,Chaves,PT,,,CHV,Chaves Arpt,N,,,,,,41.722356,-7.463064,
CHW,Cheltenham,GB,,,,Royal Well Bus Station,N,,,,,,,,
CHX,Changuinola,PA,,,CHX,Manuel Nino International,N,,,,,,9.458962,-82.515062,
POO,Pocos De Caldas,BR,MG,,,,N,International,Latin America,South America,South America,South America,-21.84300041,-46.56790161,
CIC,Chico,US,CA,,CIC,Chico Municipal Arpt,N,North America,North America,North America,North America,North America,39.79539871,-121.8580017,
CID,Cedar Rapids,US,IA,,CID,Cedar Rapids Municipal Arpt,N,North America,North America,North America,North America,North America,41.88470078,-91.71080017,
CIE,Collie,AU,WA,,CIE,Collie Arpt,N,International,Pac-North,Australia,Australia,APAC,-33.36669922,116.2170029,
CIF,Chifeng,CN,,,CIF,Yulong Arpt,N,,,,,,42.23500061,118.9079971,
CIG,Craig,US,CO,,CIG,Craig Moffat,N,North America,North America,North America,North America,North America,40.49520111,-107.5220032,
CIH,Changzhi,CN,,,CIH,Wangcun Arpt,N,,,,,,36.247501,113.125999,
CIJ,Cobija,BO,,,CIJ,Captian Anibal Arab Arpt,N,,,,,,-11.04039955,-68.78299713,
PPY,Pouso Alegre,BR,MG,,,,N,International,Latin America,South America,South America,South America,-22.28919983,-45.91910172,
CIL,Council,US,AK,,CIL,Council Arpt,N,North America,North America,North America,North America,North America,64.89790344,-163.7030029,
CIN,Carroll,US,IA,,CIN,Carroll Arpt,N,,,,,,42.0461998,-94.78900146,
CIO,Concepcion,PY,,,CIO,Carmelo Peralta Arpt,N,,,,,,-23.442363,-57.427253,
CIP,Chipata,ZM,,,CIP,Chipata Arpt,N,,,,,,-13.55830002,32.58720016,
QAU,Bebedouro,BR,,,,,N,,,,,,,,
CIT,Shimkent,KZ,,,CIT,Shimkent Arpt,N,,,,,,42.36420059,69.47889709,
CIW,Canouan Island,VC,,,CIW,Canouan Airport,N,,,,,,12.699,-61.3424,
CIX,Chiclayo,PE,,,CIX,J A Quinones Gonzales Arpt,N,,,,,,-6.787479877,-79.82810211,
CIY,Comiso,IT,,,CIY,Comiso Arpt,N,International,EMEA,Atlantic,Europe,EMEA,36.994601,14.607182,
CJA,Cajamarca,PE,,,CJA,Armando R Iglesias Arpt,N,,,,,,-7.139180183,-78.48940277,
CJB,Coimbatore,IN,,,CJB,Peelamedu Airport,N,,,,,,11.02999973,77.04340363,
CJC,Calama,CL,,,CJC,El Loa Arpt,N,,,,,,-22.49819946,-68.9036026,
CJI,Ciudad Real City,ES,,,CJI,Ciudad Real City Arpt,N,,,,,,,,
CJJ,Cheongju,KR,,,CJJ,Cheongju International Arpt,N,International,Pac-South,Asia,Asia,APAC,36.717008,127.498741,
QBK,Betim,BR,,,,,N,,,,,,,,
CJM,Chumphon,TH,,,CJM,Chumphon Arpt,N,International,Pac-North,Asia,Asia,APAC,10.71119976,99.36170197,
CJN,Cijulang,ID,,,CJN,Nusawiru,N,,,,,,,,
CJS,Ciudad Juarez,MX,,,CJS,Abraham Gonzalez International,N,International,Latin America,Mexico,North America,Mexico,31.63610077,-106.4290009,
CJU,Jeju City,KR,,,CJU  JCJ  JSP,Jeju Intl Arpt,N,,,,,,33.51129913,126.4929962,
CKB,Clarksburg,US,WV,,CKB,Clarksburg Benedum Arpt,N,North America,North America,North America,North America,North America,39.29660034,-80.22810364,
CKC,Cherkassy,UA,,,CKC,Cherkassy Arpt,N,International,EMEA,0,Europe,EMEA,49.41559982,31.99530029,
CKD,Crooked Creek,US,AK,,CKD,Crooked Creek Arpt,N,North America,North America,North America,North America,North America,61.86790085,-158.1349945,
CKE,Clear Lake,US,CA,,CKE,Clear Lake Arpt,N,North America,North America,North America,North America,North America,38.99060059,-122.901001,
CKG,Chongqing,CN,,,CKF  CKG  CKJ  CKP  WXB,Chongqing Arpt,N,,,,,,29.71920013,106.6419983,
CKH,Chokurdakh,RU,,,CKH,Chokurdakh Arpt,N,,,,,,70.62310028,147.9019928,
QCC,Camacari,BR,,,,,N,,,,,,,,
CKM,Clarksdale,US,MS,,CKM,Fletcher Field,N,,,,,,34.29970169,-90.51229858,
CKS,Carajas,BR,PA,,CKS,Carajas Arpt,N,International,Latin America,South America,South America,South America,-6.115277767,-50.00138855,
CKV,Clarksville,US,TN,,CKV,Outlaw Field,N,North America,North America,North America,North America,North America,36.62189865,-87.41500092,
QCF,Birigui,BR,,,,,N,,,,,,,,
CKY,Conakry,GN,,,CKY,Conakry Airport,N,,,,,,9.57689,-13.612,
CKZ,Canakkale,TR,,,CKZ,Canakkale Arpt,N,,,,,,40.13769913,26.42679977,
CLB,Colchester,GB,,,CLB,Colchester Bus Station,N,International,EMEA,Atlantic,Europe,EMEA,53.8484,-9.28037,
QCH,Colatina,BR,ES,,,,N,,,,,,-19.48699951,-40.57939911,
CLE,Cleveland,US,OH,,BKL  CGF  CLE,Hopkins Intl Arpt,N,North America,North America,North America,North America,North America,41.4117012,-81.84980011,
CLG,Coalinga,US,CA,,CLG,Coalinga Arpt,N,,,,,,36.15804334,-120.360117,
CLJ,Cluj,RO,,,CLJ,Napoca Arpt,N,,,,,,46.78519821,23.68619919,
CLL,College Station,US,TX,,CLL,Easterwood Field,N,North America,North America,North America,North America,North America,30.58860016,-96.36380005,
CLM,Port Angeles,US,WA,,CLM,W R Fairchild International Arpt,N,North America,North America,North America,North America,North America,48.12020111,-123.5,
CLO,Cali,CO,,,CLO,Alfonso B Aragon Intl,N,,,,,,3.54322,-76.3816,
QCJ,Botucatu,BR,SP,,,,N,,,,,,-22.939501,-48.467999,
CLQ,Colima,MX,,,CLQ,Colima Miguel De La Madrid Arpt,N,International,Latin America,Mexico,North America,Mexico,19.277,-103.577002,
CLR,Calipatria,US,CA,,CLR,Calipatria Arpt,N,,,,,,33.13150024,-115.5210037,
CLS,Chehalis,US,WA,,CLS,Centralia Arpt,N,North America,North America,North America,North America,North America,46.67699814,-122.9830017,
CLT,Charlotte,US,NC,,CLT  QWG,Douglas International Arpt,N,North America,North America,North America,North America,North America,35.2140007,-80.94309998,
CLU,Columbus,US,IN,,CLU,Columbus Municipal Arpt,N,North America,North America,North America,North America,North America,39.26190186,-85.89630127,
CLV,Caldas Novas,BR,GO,,CLV,Nelson R Guimaraes Arpt,N,,,,,,-17.72529984,-48.60749817,
CLW,Clearwater,US,FL,,CLW,Clearwater Executive Airpark,N,North America,North America,North America,North America,North America,27.97669983,-82.75869751,
CLY,Calvi,FR,,,CLY,Ste Catherine Arpt,N,International,EMEA,Atlantic,Europe,EMEA,42.5244444,8.7930556,
QCK,Cabo Frio Br,BR,,,,,N,,,,,,,,
CMA,Cunnamulla,AU,QLD,,CMA,Cunnamulla Arpt,N,,,,,,-28.03000069,145.621994,
CMB,Colombo,LK,,,CMB  RML,Bandaranaike Intl Arpt,N,,,,,,7.180759907,79.88410187,
QCN,Canela,BR,RS,,,,N,,,,,,-29.3701992,-50.83200073,
QCQ,Caraguatatuba,BR,,,,,N,,,,,,,,
CME,Ciudad Del Carmen,MX,,,CME,Ciudad Del Carmen Intl Arpt,N,International,Latin America,Mexico,North America,Mexico,18.65369987,-91.7990036,
CMF,Chambery,FR,,,CMF,Chambery Aix Les Bains Arpt,N,International,EMEA,Atlantic,Europe,EMEA,45.63809967,5.88022995,
CMG,Corumba,BR,MS,,CMG,Corumba International Airport,N,,,,,,-19.01194382,-57.67139053,
CMH,Columbus,US,OH,,CMH  LCK  OSU,Columbus John Glenn Intl Airport,N,North America,North America,North America,North America,North America,39.998001,-82.891899,
CMI,Champaign,US,IL,,CMI,University of Illinois Arpt,N,North America,North America,North America,North America,North America,40.03919983,-88.27809906,
CMK,Club Makokola,MW,,,CMK,Club Makokola Arpt,N,,,,,,-14.30690002,35.13249969,
QCX,Sao Caetano do Sul,BR,,,,,N,,,,,,,,
CMQ,Clermont,AU,QLD,,CMQ,Clermont Arpt,N,,,,,,-22.7730999,147.6210022,
CMR,Colmar,FR,,,CMR,Colmar Houssen Arpt,N,International,EMEA,Atlantic,Europe,EMEA,48.10990143,7.35901022,
CMU,Kundiawa,PG,,,CMU,Chimbu Airport,N,,,,,,-6.024290085,144.970993,
CMV,Coromandel,NZ,,,CMV,Coromandel Arpt,N,International,Pac-South,Australia,Australia,APAC,-36.79169846,175.5090027,
CMW,Camaguey,CU,,,CMW,Ignacio Agramonte Intl,N,,,,,,21.42029953,-77.84750366,
CMX,Houghton,US,MI,,CMX,Houghton County Memorial Arpt,N,North America,North America,North America,North America,North America,47.16839981,-88.4890976,
CMY,Sparta,US,WI,,CMY,Camp Mccoy Aaf,N,,,,,,43.958302,-90.7379,
QDE,Catanduva,BR,,,,,N,,,,,,,,
CNB,Coonamble,AU,NSW,,CNB,Coonamble Arpt,N,,,,,,-30.98329926,148.3760071,
CNC,Coconut Island,AU,QLD,,CNC,Coconut Island Arpt,N,International,Pac-North,Australia,Australia,APAC,-10.05000019,143.0700073,
CND,Constanta,RO,,,CND  CRN,Kogalniceanu Arpt,N,International,EMEA,Atlantic,Europe,EMEA,44.36220169,28.48830032,
CNE,Canon City,US,CO,,CNE,Canon City Arpt,N,North America,North America,North America,North America,North America,38.4280014,-105.1060028,
CNG,Cognac,FR,,,CNG,Parvaud Arpt,N,,,,,,45.65829849,-0.317499995,
CNJ,Cloncurry,AU,QLD,,CNJ,Cloncurry Arpt,N,,,,,,-20.66860008,140.5039978,
CNK,Concordia,US,KS,,CNK,Blosser Municipal Arpt,N,,,,,,39.54930115,-97.65229797,
CNL,Sindal,DK,,,CNL,Sindal Airport,N,,,,,,57.503502,10.2294,
CNM,Carlsbad,US,NM,,CNM,Cavern City Air Term,N,North America,North America,North America,North America,North America,32.33750153,-104.2630005,
CNN,Kannur,IN,,,CNN,Kannur International Airport,N,,,,,,,,
QDQ,Duque De Caxias,BR,,,,,N,International,Latin America,South America,South America,South America,-22.6667,-43.296101,
CNP,Neerlerit Inaat,GL,,,CNP,Neerlerit Inaat Arpt,N,,,,,,70.74310303,-22.65049934,
CNQ,Corrientes,AR,,,CNQ,Corrientes Arpt,N,,,,,,-27.4455,-58.7619,
QDV,Jundiai,BR,,,,,N,,,,,,,,
CNS,Cairns,AU,QLD,,CNS,Cairns Airport,N,,,,,,-16.88579941,145.7550049,
CNU,Chanute,US,KS,,CNU,Martin Johnson Arpt,N,,,,,,37.66880035,-95.48509979,
CNX,Chiang Mai,TH,,,CNX,Chiang Mai Intl Arpt,N,,,,,,18.76679993,98.96260071,
CNY,Moab,US,UT,,CNY,Moab Municipal,N,North America,North America,North America,North America,North America,38.75500107,-109.7549973,
COA,Columbia,US,CA,,COA,Columbia Arpt,N,North America,North America,North America,North America,North America,38.03039932,-120.4150009,
COC,Concordia,AR,,,COC,Comodoro Pierrestegui Arpt,N,,,,,,-31.2969,-57.9966,
COD,Cody,US,WY,,COD,Yellowstone Regional Arpt,N,,,,,,44.52019882,-109.0240021,
COE,Coeur D Alene,US,ID,,COE,Pappy Boyington Field Arpt,N,North America,North America,North America,North America,North America,47.77429962,-116.8199997,
COG,Condoto,CO,,,COG,Mandinga Arpt,N,,,,,,5.08333,-76.7,
COH,Cooch Behar,IN,,,COH,Cooch Behar Airport,N,,,,,,26.33049965,89.46720123,
COI,Cocoa,US,FL,,COF  COI,Merrit Island Arpt,N,,,,,,28.34160042,-80.6855011,
COJ,Coonabarabrn,AU,NSW,,COJ,Coonabarabran Arpt,N,,,,,,-31.33250046,149.2669983,
COK,Kochi,IN,,,COK,Cochin Internation Arpt,N,,,,,,10.152,76.401901,
COL,Coll Island,GB,,,COL,Coll island Arpt,N,International,EMEA,Atlantic,Europe,EMEA,56.60189819,-6.617780209,
CON,Concord,US,NH,,CON,Concord Municipal,N,North America,North America,North America,North America,North America,43.20270157,-71.50229645,
COO,Cotonou,BJ,,,COO,Cotonou Airport,N,,,,,,6.357230186,2.384350061,
QEU,Parnamirim,BR,,,,,N,,,,,,,,
COR,Cordoba,AR,,,COR,Pajas Blanco Arpt,N,,,,,,-31.323601,-64.208,
COS,Colorado Springs,US,CO,,AFF  COS  FCS,Colorado Springs Municipal Arpt,N,North America,North America,North America,North America,North America,38.805801,-104.700996,
QFS,Sao Fransisco,BR,,,,,N,,,,,,,,
COU,Columbia,US,MO,,COU,Columbia Regional,N,North America,North America,North America,North America,North America,38.81809998,-92.21959686,
QGB,Limeira,BR,SP,,,,N,,,,,,-22.603889,-47.411944,
CPB,Capurgana,CO,,,CPB,Capurgana Arpt,N,International,Latin America,South America,South America,South America,8.63333,-77.35,
CPC,Chapelco,AR,,,CPC,Aviador Carlos Campos Arpt,N,International,Latin America,South America,South America,South America,-40.075401,-71.137299,
CPD,Coober Pedy,AU,SA,,CPD,Coober Pedy Arpt,N,,,,,,-29.04000092,134.720993,
CPE,Campeche,MX,,,CPE,Campeche Intl Arpt,N,International,Latin America,Mexico,North America,Mexico,19.81679916,-90.50029755,
QGC,Lencois Paulista,BR,SP,,,,N,,,,,,-22.57839966,-48.77460098,
CPH,Copenhagen,DK,,,CPH  ZGH,Copenhagen Arpt,N,International,EMEA,Atlantic,Europe,EMEA,55.61790085,12.65600014,
CPM,Compton,US,CA,,CPM,Compton Arpt,N,North America,North America,North America,North America,North America,33.88999939,-118.2440033,
QGJ,Nova Friburgo,BR,,,,,N,,,,,,,,
CPO,Copiapo,CL,,,CPO,Desierto De Atacama Arpt,N,,,,,,-27.26119995,-70.77919769,
CPP,Pica,CL,,,CPP,Coposa Airport,N,,,,,,-20.7505,-68.683502,
CPQ,Campinas,BR,SP,,CPQ,International Campinas,N,,,,,,-22.85919952,-47.10820007,
CPR,Casper,US,WY,,CPR,Natrona County Intl Arpt,N,North America,North America,North America,North America,North America,42.90800095,-106.4639969,
CPT,Cape Town,ZA,,,CPT,Cape Town International,N,,,,,,-33.96480179,18.60169983,
CPV,Campina Grande,BR,PB,,CPV,Joao Suassuana Arpt,N,,,,,,-7.26992,-35.8964,
CPX,Culebra,US,PR,,CPX,Benjamin Rivera Noriega Arpt,N,North America,North America,North America,North America,North America,18.313289,-65.304324,
CQD,Shahre Kord,IR,,,CQD,Shahre Kord Arpt,N,,,,,,32.29719925,50.84220123,
CQF,Calais,FR,,,CQF,Aeroport Calais Dunkerque,N,,,,,,50.96210098,1.954759955,
CQM,Ciudad Real,ES,,,CQM  XJI,Ciudad Real Central Arpt,N,,,,,,38.85638889,-3.97,
CRA,Craiova,RO,,,CRA,Craiova Arpt,N,International,EMEA,Atlantic,Europe,EMEA,44.31809998,23.8885994,
CRC,Cartago,CO,,,CRC,Santa Ana Arpt,N,North America,North America,North America,North America,North America,4.75818,-75.9557,
CRD,Comodoro Rivadavia,AR,,,CRD,General E Mosconi Arpt,N,,,,,,-45.7853,-67.4655,
CRI,Crooked Island,BS,,,CRI,Colonel Hill Arpt,N,,,,,,22.74559975,-74.18240356,
CRK,Luzon Island,PH,,,CRK  NCP,Clark Field Arpt,N,International,Pac-South,Asia,Asia,APAC,15.186,120.559998,
CRM,Catarman,PH,,,CRM,Catarman National Airport,N,,,,,,12.5024004,124.6360016,
CRO,Corcoran,US,CA,,CRO,Corcoran Arpt,N,North America,North America,North America,North America,North America,36.102502,-119.595001,
CRP,Corpus Christi,US,TX,,CRP  CUX  NGP  NGW,Corpus Christi Intl Arpt,N,North America,North America,North America,North America,North America,27.77039909,-97.50119781,
CRS,Corsicana,US,TX,,CRS,C David Campbell Fld Arpt,N,,,,,,32.02809906,-96.40059662,
CRT,Crossett,US,AR,,CRT,Crossett Arpt,N,International,EMEA,Atlantic,Europe,EMEA,33.17829895,-91.88020325,
QGS,Alagoinhas,BR,BA,,,,N,,,,,,-12.17510033,-38.38019943,
CRV,Crotone,IT,,,CRV,Crotone Arpt,N,,,,,,38.9972,17.0802,
CRW,Charleston,US,WV,,CRW,Yeager Arpt,N,North America,North America,North America,North America,North America,38.37310028,-81.59320068,
CRX,Corinth,US,MS,,CRX,Roscoe Turner Arpt,N,,,,,,34.91500092,-88.60350037,
CRZ,Turkmenabad,TM,,,CRZ,Turkmenabat Arpt,N,,,,,,39.08330154,63.61330032,
QHB,Piracicaba,BR,SP,,,,N,,,,,,-22.71150017,-47.61819839,
QHG,Sete Lagoas,BR,,,,,N,,,,,,,,
QHP,Taubate,BR,SP,,,,N,,,,,,-23.0401001,-45.51599884,
QHT,Terezopolis,BR,,,,,N,,,,,,,,
CSF,Creil,FR,,,CSF,Creil Arpt,N,North America,North America,North America,North America,North America,49.25350189,2.519140005,
CSG,Columbus,US,GA,,CSG  LSF,Columbus Metro Ft Benning Arpt,N,North America,North America,North America,North America,North America,32.5163002,-84.93890381,
CSH,Solovetsky,RU,,,CSH,Solovki Arpt,N,North America,North America,North America,North America,North America,65.02999878,35.73333359,
CSI,Casino,AU,NSW,,CSI,Casino Arpt,N,,,,,,-28.88279915,153.0670013,
QIA,Itauna,BR,,,,,N,,,,,,,,
CSL,San Luis Obispo,US,CA,,CSL  SBP,O Sullivan AHP,N,North America,North America,North America,North America,North America,0,0,
CSM,Clinton,US,OK,,CLK  CSM,Sherman Arpt,N,,,,,,35.33980179,-99.20050049,
CSN,Carson City,US,NV,,CSN,Carson Arpt,N,North America,North America,North America,North America,North America,39.19219971,-119.7340012,
CSO,Magdeburg Cochstedt,DE,,,CSO,Magdeburg Cochstedt   Airport,N,,,,,,51.85639954,11.42029953,
CSP,Cape Spencer,US,AK,,CSP,Cape Spencer Arpt,N,,,,,,,,
QIH,Tres Rios,BR,,,,,N,,,,,,,,
QJA,Jaragua Do Sul,BR,,,,,N,,,,,,,,
CSU,Santa Cruz Do Sul,BR,RS,,CSU,Santa Cruz Do Sul Arpt,N,International,Latin America,South America,South America,South America,-29.6840992,-52.41220093,
CSV,Crossville,US,TN,,CSV,Crossville Memorial Arpt,N,North America,North America,North America,North America,North America,35.95130157,-85.08499908,
CSX,Changsha,CN,,,CSX  DDV,Changsha Arpt,N,,,,,,28.18919945,113.2200012,
CSY,Cheboksary,RU,,,CSY,Cheboksary Arpt,N,International,EMEA,Asia,Europe,Russia,56.09030151,47.34730148,
CTA,Catania,IT,,,CTA  NSY,Fontanarossa Arpt,N,International,EMEA,Atlantic,Europe,EMEA,37.466801,15.0664,
CTC,Catamarca,AR,,,CTC,Choya Arpt,N,,,,,,-28.59560013,-65.75170136,
CTD,Chitre,PA,,,CTD,Alonso Valderrama Arpt,N,,,,,,7.987840176,-80.40969849,
CTG,Cartagena,CO,,,CTG,Rafael Nunez Arpt,N,,,,,,10.4424,-75.513,
CTH,Coatesville,US,PA,,CTH,Chester County Airport,N,,,,,,39.97900009,-75.8655014,
QJM,Brusque,BR,,,,,N,,,,,,,,
CTL,Charleville,AU,QLD,,CTL,Charleville Arpt,N,,,,,,-26.41329956,146.2619934,
CTM,Chetumal,MX,,,CTM,Chetumal International Airport,N,International,Latin America,Mexico,North America,Mexico,18.50469971,-88.32679749,
CTN,Cooktown,AU,QLD,,CTN,Cooktown Arpt,N,,,,,,-15.44470024,145.1840057,
CTO,Calverton,US,NY,,CTO,Executive Airpark,N,,,,,,40.9151001,-72.79190063,
CTS,Sapporo City,JP,,,,Chitose Arpt,N,International,Pac-North,Asia,Asia,APAC,42.77519989,141.6920013,
CTT,Le Castellet,FR,,,CTT,Le Castellet Airport,N,,,,,,43.25249863,5.785190105,
CTU,Chengdu,CN,,,CTU,Chengdu Arpt,N,,,,,,30.57850075,103.9469986,
CTW,Cottonwood,US,AZ,,CTW,Cottonwood Airport,N,International,EMEA,Atlantic,Europe,EMEA,34,-112,
CUA,Ciudad Constitucion,MX,,,CUA,Ciudad Constitucion Arpt,N,,,,,,25.05380058,-111.6149979,
CUC,Cucuta,CO,,,CUC,Camilo Dazo Arpt,N,,,,,,7.92757,-72.5115,
QJO,Campos Do Jordao,BR,,,,,N,,,,,,,,
CUE,Cuenca,EC,,,CUE,Mariscal Lamar Intl,N,,,,,,-2.88947,-78.984398,
CUF,Cuneo,IT,,,CUF,Levaldigi Arpt,N,International,EMEA,Atlantic,Europe,EMEA,44.547001,7.62322,
CUG,Cudal,AU,NSW,,CUG,Cudal Arpt,N,,,,,,-33.27830124,148.7630005,
QLB,Lajeado,BR,,,,,N,,,,,,,,
CUK,Caye Caulker,BZ,,,CUK,Caye Caulker Arpt,N,,,,,,17.73469925,-88.03250122,
CUL,Culiacan,MX,,,CUL,Fed De Bachigualato Arpt,N,International,Latin America,Mexico,North America,Mexico,24.76449966,-107.4749985,
CUM,Cumana,VE,,,CUM,Antonio Jose De Sucre,N,,,,,,10.45033264,-64.13047028,
CUN,Cancun,MX,,,CUN,Cancun International Airport,N,International,Latin America,Mexico,North America,Mexico,21.03650093,-86.87709808,
QLW,Lavras,BR,,,,,N,,,,,,,,
CUQ,Coen,AU,QLD,,CUQ,Coen Arpt,N,,,,,,-13.761133,143.113311,
CUR,Curacao,CW,,,CUR,Hato International,N,,,,,,12.1889,-68.959801,
CUS,Columbus,US,NM,,CUS,Columbus Municipal,N,,,,,,,,
QMB,Panambi,BR,,,,,N,,,,,,,,
CUU,Chihuahua,MX,,,CUU,Chihuahua Airport,N,International,Latin America,Mexico,North America,Mexico,28.70289993,-105.9649963,
CUW,Cube Cove,US,AK,,CUW,Cube Cove Arpt,N,,,,,,,,
CUZ,Cuzco,PE,,,CUZ,A Velasco Astete Intl,N,,,,,,-13.53569984,-71.938797,
